interval_from,interval_to,hcho_B0_min,hcho_B0_max,hcho_B0_mean,hcho_B0_stDev,hcho_B0_sampleCount,hcho_B0_noDataCount,shapefile,NUTS_ID,year,month,month_num
2018-07-01,2018-08-01,-1.0062983164971229e-05,0.00034825291368179023,0.00013206282767297417,8.445546173642521e-05,65536,39860,NUTS_NL_01m_2024.shp,NL131,2018,July,7
2018-08-01,2018-09-01,-6.404776650015265e-05,0.00010401720646768808,3.571150360014418e-05,5.430330870512243e-05,65536,52052,NUTS_NL_01m_2024.shp,NL131,2018,August,8
2018-09-01,2018-10-01,-7.295121031347662e-05,8.246245124610141e-05,3.491911271799146e-05,5.6275825697670765e-05,65536,61158,NUTS_NL_01m_2024.shp,NL131,2018,September,9
2018-10-01,2018-11-01,-0.0003022506134584546,0.0004473633598536253,3.518281408675916e-05,0.00015734171541590284,65536,33446,NUTS_NL_01m_2024.shp,NL131,2018,October,10
2019-03-01,2019-04-01,-0.00010394625860499218,0.00017340433259960264,3.9945498721058027e-05,5.6792735894026266e-05,65536,54160,NUTS_NL_01m_2024.shp,NL131,2019,March,3
2019-04-01,2019-05-01,-3.621184441726655e-05,0.0002577170671429485,7.10761782119568e-05,7.89885908373368e-05,65536,51516,NUTS_NL_01m_2024.shp,NL131,2019,April,4
2019-05-01,2019-06-01,-4.687348337029107e-05,0.00011096522212028503,4.5808147238656786e-05,5.067183392609574e-05,65536,61064,NUTS_NL_01m_2024.shp,NL131,2019,May,5
2019-06-01,2019-07-01,-5.407565913628787e-05,0.00025802929303608835,6.637275090214386e-05,6.663736281005172e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2019,June,6
2019-07-01,2019-08-01,-6.908739305799827e-05,4.963883839081973e-05,-1.7277490317544186e-05,4.481622928538542e-05,65536,61778,NUTS_NL_01m_2024.shp,NL131,2019,July,7
2019-08-01,2019-09-01,-0.00015588646056130528,0.00047280825674533844,0.00016529509483267232,0.0001302633825425523,65536,33446,NUTS_NL_01m_2024.shp,NL131,2019,August,8
2019-09-01,2019-10-01,-6.409166235243902e-05,0.00012998045713175088,-1.8635829623219783e-05,4.2115297419477256e-05,65536,63698,NUTS_NL_01m_2024.shp,NL131,2019,September,9
2019-10-01,2019-11-01,-0.00017241165915038437,0.0004249906342010945,0.00010608551350726529,0.00015868111947341107,65536,33446,NUTS_NL_01m_2024.shp,NL131,2019,October,10
2020-02-01,2020-03-01,-0.00037799071287736297,0.0005712139536626637,0.00012051884915674847,0.00015628061391530676,65536,36684,NUTS_NL_01m_2024.shp,NL131,2020,February,2
2020-03-01,2020-04-01,-0.0002489790495019406,0.0003091132384724915,3.0293241731161407e-05,0.00012481111920569413,65536,33446,NUTS_NL_01m_2024.shp,NL131,2020,March,3
2020-04-01,2020-05-01,-0.00012136807345086709,0.00018587021622806787,2.098462533282694e-05,8.823475718948938e-05,65536,50676,NUTS_NL_01m_2024.shp,NL131,2020,April,4
2020-05-01,2020-06-01,-7.75924272602424e-05,0.00024094412219710648,3.140807375076862e-05,7.69834835208354e-05,65536,36080,NUTS_NL_01m_2024.shp,NL131,2020,May,5
2020-07-01,2020-08-01,-0.000145897880429402,0.0003161245258525014,8.049052002973849e-05,0.00010060402802073848,65536,33446,NUTS_NL_01m_2024.shp,NL131,2020,July,7
2020-08-01,2020-09-01,-0.00014963556895963848,0.00020503366249613464,2.0789472407799745e-05,7.657733809498747e-05,65536,46415,NUTS_NL_01m_2024.shp,NL131,2020,August,8
2020-09-01,2020-10-01,-0.00012008515477646142,0.00016207725275307894,5.263321345194528e-05,8.76388103282254e-05,65536,59397,NUTS_NL_01m_2024.shp,NL131,2020,September,9
2021-02-01,2021-03-01,-0.00017898216901812702,0.00021869948250241578,6.397141651678465e-06,0.00011668105367714411,65536,50335,NUTS_NL_01m_2024.shp,NL131,2021,February,2
2021-03-01,2021-04-01,-0.00010496901086298749,0.00021845032460987568,5.664655637933091e-05,7.905833639409937e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2021,March,3
2021-04-01,2021-05-01,-7.951210136525333e-05,-1.658714609220624e-05,-2.914721457685821e-05,2.2071032002053164e-05,65536,64108,NUTS_NL_01m_2024.shp,NL131,2021,April,4
2021-05-01,2021-06-01,-0.0003309747262392193,0.00035603379365056753,8.347591583073038e-05,0.00015285740756648566,65536,33446,NUTS_NL_01m_2024.shp,NL131,2021,May,5
2021-08-01,2021-09-01,-7.609879685332999e-05,8.985187741927803e-05,1.6254687555877623e-05,5.261824379806885e-05,65536,63376,NUTS_NL_01m_2024.shp,NL131,2021,August,8
2021-09-01,2021-10-01,-0.0003246760170441121,0.00019739379058592021,-2.6334900891215664e-05,0.00014876519393521828,65536,53829,NUTS_NL_01m_2024.shp,NL131,2021,September,9
2022-01-01,2022-02-01,-2.997415685968008e-05,0.0001289987121708691,5.225132589548189e-05,5.9928135342039306e-05,65536,61966,NUTS_NL_01m_2024.shp,NL131,2022,January,1
2022-02-01,2022-03-01,-0.0004875296726822853,0.0003126264491584152,3.36856291937711e-05,0.0001556892535084182,65536,33446,NUTS_NL_01m_2024.shp,NL131,2022,February,2
2022-06-01,2022-07-01,-0.00010023543291026726,0.000380449608201161,8.961699912085185e-05,7.948104526990811e-05,65536,41999,NUTS_NL_01m_2024.shp,NL131,2022,June,6
2022-08-01,2022-09-01,-0.0001388931123074144,0.0003291534667368978,5.891844218766653e-05,0.0001125672789584847,65536,33446,NUTS_NL_01m_2024.shp,NL131,2022,August,8
2022-09-01,2022-10-01,-0.00015339770470745862,0.00032691442174836993,3.778576124704978e-05,0.00010328711557902927,65536,35384,NUTS_NL_01m_2024.shp,NL131,2022,September,9
2022-10-01,2022-11-01,-0.000544891634490341,0.0004205484874546528,6.59573264028709e-05,0.00021396168880999714,65536,54118,NUTS_NL_01m_2024.shp,NL131,2022,October,10
2023-02-01,2023-03-01,-0.00020524270075839013,0.00022162511595524848,1.9854860240394553e-05,0.00010175874198673189,65536,33446,NUTS_NL_01m_2024.shp,NL131,2023,February,2
2023-04-01,2023-05-01,-0.00027050310745835304,0.0002659602032508701,8.707995813929394e-05,9.409086995442118e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2023,April,4
2023-05-01,2023-06-01,-0.00032703514443710446,0.00027791454340331256,4.029040127762829e-05,0.00012739395167358833,65536,33446,NUTS_NL_01m_2024.shp,NL131,2023,May,5
2023-06-01,2023-07-01,-0.00017775464220903814,0.0003813432704191655,0.00012662549204860163,0.00021024536011725122,65536,63364,NUTS_NL_01m_2024.shp,NL131,2023,June,6
2023-08-01,2023-09-01,-0.00027010132907889783,0.00013837969163432717,-5.354483731923965e-05,0.00012557145424567723,65536,59781,NUTS_NL_01m_2024.shp,NL131,2023,August,8
2023-09-01,2023-10-01,-0.0002611014642752707,0.0002485096047166735,3.248245261363716e-05,0.00011414149107107838,65536,44969,NUTS_NL_01m_2024.shp,NL131,2023,September,9
2024-03-01,2024-04-01,-8.197482384275645e-05,0.00028604039107449353,3.833328277612829e-05,7.192160689793331e-05,65536,50140,NUTS_NL_01m_2024.shp,NL131,2024,March,3
2024-04-01,2024-05-01,-0.00010344437760068104,0.00027147159562446177,3.972906532470218e-05,5.9449613097372905e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2024,April,4
2024-07-01,2024-08-01,-0.000184446937055327,0.00034657109063118696,0.00010976361648422162,0.00011480516353591194,65536,33446,NUTS_NL_01m_2024.shp,NL131,2024,July,7
2024-08-01,2024-09-01,-3.798063698923215e-05,0.0003230780130252242,0.00012955721848363635,9.148809036748163e-05,65536,33446,NUTS_NL_01m_2024.shp,NL131,2024,August,8
2024-09-01,2024-10-01,-0.00033065860043279827,0.00030606554355472326,3.0382773144656198e-05,0.00014732485421075937,65536,33446,NUTS_NL_01m_2024.shp,NL131,2024,September,9
2018-04-01,2018-05-01,0.00019393960246816278,0.0004604624991770834,0.0003457566293131689,9.092933339077517e-05,65536,48497,NUTS_NL_01m_2024.shp,NL132,2018,April,4
2018-05-01,2018-06-01,8.508838800480589e-05,0.0003406180185265839,0.0002160979203230522,9.339582219037365e-05,65536,54742,NUTS_NL_01m_2024.shp,NL132,2018,May,5
2018-06-01,2018-07-01,-0.00018757213547360152,0.00039686859236098826,7.87854969540583e-05,0.00012872951907900784,65536,22256,NUTS_NL_01m_2024.shp,NL132,2018,June,6
2018-07-01,2018-08-01,-2.805486019497039e-06,0.0003171817515976727,0.00012985452496917598,9.01678919309686e-05,65536,50260,NUTS_NL_01m_2024.shp,NL132,2018,July,7
2018-09-01,2018-10-01,-0.000144045174238272,0.00022158466163091362,4.308074023971163e-05,8.347845853491868e-05,65536,41948,NUTS_NL_01m_2024.shp,NL132,2018,September,9
2018-10-01,2018-11-01,-0.0004973483737558126,0.00042911022319458425,-1.2699997191019186e-05,0.0002002865320661747,65536,22256,NUTS_NL_01m_2024.shp,NL132,2018,October,10
2019-03-01,2019-04-01,-0.00013903348008170724,0.0001480017090216279,1.8120781156025724e-05,9.275200546762263e-05,65536,42056,NUTS_NL_01m_2024.shp,NL132,2019,March,3
2019-04-01,2019-05-01,-8.60224463394843e-05,0.0003358770627528429,0.00014209534181611246,9.792487918716681e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2019,April,4
2019-05-01,2019-06-01,3.112329795840196e-05,0.00019886692462023348,4.711381190186626e-05,4.926063605849154e-05,65536,64466,NUTS_NL_01m_2024.shp,NL132,2019,May,5
2019-06-01,2019-07-01,-0.00014706804358866066,0.00021696298790629953,6.976303682461729e-05,8.044939729165915e-05,65536,26182,NUTS_NL_01m_2024.shp,NL132,2019,June,6
2019-07-01,2019-08-01,-5.4537595133297145e-05,4.963883839081973e-05,-4.5515036480189495e-05,2.9300706767826387e-05,65536,64162,NUTS_NL_01m_2024.shp,NL132,2019,July,7
2019-08-01,2019-09-01,-0.0002453668275848031,0.0004414090362843126,0.00011815422702383942,0.00014017290826915036,65536,22256,NUTS_NL_01m_2024.shp,NL132,2019,August,8
2019-09-01,2019-10-01,-7.730118522886187e-05,0.00028322142316028476,7.572876021089208e-05,0.00010508893016124196,65536,53149,NUTS_NL_01m_2024.shp,NL132,2019,September,9
2019-10-01,2019-11-01,-0.00022360481671057642,0.00042572885286062956,0.00013892076263281218,0.0001456329265222053,65536,22256,NUTS_NL_01m_2024.shp,NL132,2019,October,10
2020-01-01,2020-02-01,7.414771971525624e-05,9.01707899174653e-05,8.88071243683411e-05,4.471076503045148e-06,65536,65207,NUTS_NL_01m_2024.shp,NL132,2020,January,1
2020-02-01,2020-03-01,-0.0001533079775981605,0.00040959310717880726,7.111004638025156e-05,0.00013483822151708614,65536,22256,NUTS_NL_01m_2024.shp,NL132,2020,February,2
2020-03-01,2020-04-01,-0.0003434295649640262,0.00039103830931708217,5.546713894784158e-05,0.0001327656773863672,65536,22256,NUTS_NL_01m_2024.shp,NL132,2020,March,3
2020-04-01,2020-05-01,-0.00010733981616795063,0.00015847416943870485,1.033516791332589e-05,6.872065366977337e-05,65536,48448,NUTS_NL_01m_2024.shp,NL132,2020,April,4
2020-05-01,2020-06-01,-6.122880586190149e-05,0.00021296064369380474,6.947871317304878e-05,7.95613141558915e-05,65536,40537,NUTS_NL_01m_2024.shp,NL132,2020,May,5
2020-06-01,2020-07-01,-4.711260044132359e-05,-4.711260044132359e-05,-4.711260044132359e-05,0.0,65536,65440,NUTS_NL_01m_2024.shp,NL132,2020,June,6
2020-07-01,2020-08-01,-0.0001323154428973794,0.0003555010771378875,0.0001232880527737245,0.00010786157563760292,65536,22256,NUTS_NL_01m_2024.shp,NL132,2020,July,7
2020-08-01,2020-09-01,-0.00014963556895963848,7.976322376634926e-05,1.3909512268813412e-06,5.9411570491645384e-05,65536,50460,NUTS_NL_01m_2024.shp,NL132,2020,August,8
2020-09-01,2020-10-01,-0.00013858718739356846,0.0001699441927485168,-6.2783405747717754e-06,8.167585206267848e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2020,September,9
2021-02-01,2021-03-01,-0.00015875301323831081,0.00017751804261934012,4.218188246610359e-06,7.110643147985864e-05,65536,32369,NUTS_NL_01m_2024.shp,NL132,2021,February,2
2021-03-01,2021-04-01,-8.844352123560384e-05,0.00015641657228115946,1.0946932903597238e-05,5.7378056550486304e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2021,March,3
2021-05-01,2021-06-01,-0.0003309747262392193,0.0004137518408242613,5.813392401623697e-05,0.00014568152618156996,65536,22256,NUTS_NL_01m_2024.shp,NL132,2021,May,5
2021-07-01,2021-08-01,-1.2748959079544875e-06,0.0001747994974721223,6.74683662852745e-05,7.394861052319276e-05,65536,58498,NUTS_NL_01m_2024.shp,NL132,2021,July,7
2021-08-01,2021-09-01,-9.213054727297276e-05,0.0003075458516832441,5.665072587279498e-05,8.995534560795159e-05,65536,25770,NUTS_NL_01m_2024.shp,NL132,2021,August,8
2021-09-01,2021-10-01,-0.00018133377307094634,0.00019739379058592021,1.5888375413299095e-05,8.773199938441567e-05,65536,36826,NUTS_NL_01m_2024.shp,NL132,2021,September,9
2022-02-01,2022-03-01,-0.0002702685014810413,0.0003921320312656462,3.4870118101080134e-05,0.00014685003746452377,65536,22256,NUTS_NL_01m_2024.shp,NL132,2022,February,2
2022-06-01,2022-07-01,-6.204177043400705e-05,0.00037888300721533597,0.000104904508357864,8.346302628570828e-05,65536,26855,NUTS_NL_01m_2024.shp,NL132,2022,June,6
2022-08-01,2022-09-01,-0.0001388931123074144,0.00024299102369695902,4.048889103182338e-05,0.00011657755393045681,65536,22256,NUTS_NL_01m_2024.shp,NL132,2022,August,8
2022-09-01,2022-10-01,-0.00018994309357367456,0.0002648826048243791,3.8659210194999464e-05,0.00011153446883574366,65536,22256,NUTS_NL_01m_2024.shp,NL132,2022,September,9
2022-10-01,2022-11-01,-0.00015012426592875272,0.00031997356563806534,6.32120990246017e-06,0.0001388772384555851,65536,59573,NUTS_NL_01m_2024.shp,NL132,2022,October,10
2023-02-01,2023-03-01,-9.357553790323436e-05,0.00013353537360671908,1.650681754899236e-05,6.282265752541431e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2023,February,2
2023-04-01,2023-05-01,-0.00026842617080546916,0.00037076472654007375,0.00010010407014499818,0.00012800514141843622,65536,22256,NUTS_NL_01m_2024.shp,NL132,2023,April,4
2023-05-01,2023-06-01,-0.00016774206596892327,0.00025750912027433515,4.4416171234769314e-05,0.00010422035236268044,65536,22256,NUTS_NL_01m_2024.shp,NL132,2023,May,5
2023-06-01,2023-07-01,-1.448854982299963e-05,0.00015434986562468112,7.055361265884128e-05,6.817493555897121e-05,65536,65360,NUTS_NL_01m_2024.shp,NL132,2023,June,6
2023-08-01,2023-09-01,-0.000215936015592888,0.00016741547733545303,-2.3539744693386157e-06,8.36450749903656e-05,65536,27872,NUTS_NL_01m_2024.shp,NL132,2023,August,8
2023-09-01,2023-10-01,-6.0730955738108605e-05,0.00013745533942710608,6.0754394328902776e-06,5.229455259159916e-05,65536,56552,NUTS_NL_01m_2024.shp,NL132,2023,September,9
2024-03-01,2024-04-01,-0.0002294207806698978,0.00024093512911349535,3.575389266353518e-05,8.830257914400323e-05,65536,22902,NUTS_NL_01m_2024.shp,NL132,2024,March,3
2024-04-01,2024-05-01,-0.00010946211841655895,0.00022037062444724143,4.682332023422877e-05,8.391682562272606e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2024,April,4
2024-07-01,2024-08-01,-0.00017885168199427426,0.00040307099698111415,0.00013859741145484807,0.000111126060719471,65536,22256,NUTS_NL_01m_2024.shp,NL132,2024,July,7
2024-08-01,2024-09-01,-6.892034434713423e-05,0.0002631731331348419,0.00011054172564429165,8.287272588289156e-05,65536,22256,NUTS_NL_01m_2024.shp,NL132,2024,August,8
2024-09-01,2024-10-01,-0.0003198295016773045,0.0005380820948630571,7.724204217958265e-05,0.00015918763012602978,65536,22256,NUTS_NL_01m_2024.shp,NL132,2024,September,9
2018-06-01,2018-07-01,-0.000181196432095021,0.00039686859236098826,5.149373793006949e-05,0.0001185764173635544,65536,27350,NUTS_NL_01m_2024.shp,NL133,2018,June,6
2018-07-01,2018-08-01,-5.5163534852908924e-05,0.0003894837573170662,0.0001709667762214824,0.00012978592056287494,65536,27350,NUTS_NL_01m_2024.shp,NL133,2018,July,7
2018-08-01,2018-09-01,-3.446677510510199e-05,5.331081774784252e-05,3.937413926187865e-05,2.551605922574143e-05,65536,58061,NUTS_NL_01m_2024.shp,NL133,2018,August,8
2018-09-01,2018-10-01,-6.914801633683965e-05,8.90669398359023e-05,7.682152853995566e-06,2.7867131477651743e-05,65536,59151,NUTS_NL_01m_2024.shp,NL133,2018,September,9
2018-10-01,2018-11-01,-0.0002702906494960189,0.00042911022319458425,1.89210329642091e-05,0.000143437431696162,65536,27350,NUTS_NL_01m_2024.shp,NL133,2018,October,10
2019-02-01,2019-03-01,-4.0868962969398126e-05,0.00019396650895942003,5.0537887494114956e-05,7.356786499641818e-05,65536,59824,NUTS_NL_01m_2024.shp,NL133,2019,February,2
2019-03-01,2019-04-01,-0.00013903348008170724,0.0001794766722014174,4.593265329488637e-06,5.695526633827458e-05,65536,27781,NUTS_NL_01m_2024.shp,NL133,2019,March,3
2019-04-01,2019-05-01,-8.60224463394843e-05,0.00011120914859930053,-3.0496141916740977e-05,2.1018700572685924e-05,65536,62488,NUTS_NL_01m_2024.shp,NL133,2019,April,4
2019-05-01,2019-06-01,-0.00015961086319293827,0.00012815836817026138,4.542071651119856e-05,4.520257963664023e-05,65536,28716,NUTS_NL_01m_2024.shp,NL133,2019,May,5
2019-06-01,2019-07-01,-4.1191458876710385e-05,0.0003682382812257856,0.00010767491124644156,6.717561767709715e-05,65536,27350,NUTS_NL_01m_2024.shp,NL133,2019,June,6
2019-07-01,2019-08-01,-5.067509118816815e-05,0.00012362557754386216,2.8980962197471114e-05,7.223388273149323e-05,65536,58432,NUTS_NL_01m_2024.shp,NL133,2019,July,7
2019-08-01,2019-09-01,-6.773686618544161e-05,0.000477111287182197,0.0001320966380437036,0.0001078788528654127,65536,27350,NUTS_NL_01m_2024.shp,NL133,2019,August,8
2019-09-01,2019-10-01,-5.9090198192279786e-05,0.00033164466731250286,8.25815039661842e-05,0.00010541727024064174,65536,58387,NUTS_NL_01m_2024.shp,NL133,2019,September,9
2019-10-01,2019-11-01,-0.0002803540846798569,0.00032910550362430513,1.6357444037537126e-05,0.00013177456960144257,65536,27350,NUTS_NL_01m_2024.shp,NL133,2019,October,10
2020-02-01,2020-03-01,-0.00022451620316132903,0.0005712139536626637,0.0001225087150494785,0.0001913659107573482,65536,47112,NUTS_NL_01m_2024.shp,NL133,2020,February,2
2020-03-01,2020-04-01,-0.0002489790495019406,0.00023301849432755262,9.503201544071764e-06,0.00011685531543129887,65536,27350,NUTS_NL_01m_2024.shp,NL133,2020,March,3
2020-04-01,2020-05-01,-5.860756209585816e-05,0.00018587021622806787,4.148002737056452e-05,7.510558007831182e-05,65536,52066,NUTS_NL_01m_2024.shp,NL133,2020,April,4
2020-05-01,2020-06-01,-9.698234498500824e-05,0.00026253864052705467,0.0001051433906199769,0.00010625881348871179,65536,30452,NUTS_NL_01m_2024.shp,NL133,2020,May,5
2020-07-01,2020-08-01,-0.00016675537335686386,0.0003446082992013544,0.0001156697190867535,0.00011323537668449326,65536,27350,NUTS_NL_01m_2024.shp,NL133,2020,July,7
2020-08-01,2020-09-01,-9.398871043231338e-05,0.0001444996742065996,9.888929922448934e-06,7.717455799505548e-05,65536,52334,NUTS_NL_01m_2024.shp,NL133,2020,August,8
2020-09-01,2020-10-01,-0.00012008515477646142,8.943318243836984e-05,2.1836073173505486e-05,8.886114295875196e-05,65536,63387,NUTS_NL_01m_2024.shp,NL133,2020,September,9
2021-02-01,2021-03-01,-0.00017898216901812702,0.00019725438323803246,1.1194043142827959e-05,0.00010058632743956016,65536,27350,NUTS_NL_01m_2024.shp,NL133,2021,February,2
2021-03-01,2021-04-01,-0.00010496901086298749,0.0001396959414705634,1.103145104474955e-05,6.0857445708578596e-05,65536,27350,NUTS_NL_01m_2024.shp,NL133,2021,March,3
2021-04-01,2021-05-01,-0.00013261099229566753,0.0001014691952150315,-2.024221472822838e-05,8.842887705185357e-05,65536,58685,NUTS_NL_01m_2024.shp,NL133,2021,April,4
2021-05-01,2021-06-01,-0.0003096692671533674,0.0003960304311476648,0.00010977649684533979,0.00011600228375649065,65536,27350,NUTS_NL_01m_2024.shp,NL133,2021,May,5
2021-08-01,2021-09-01,-8.6444997577928e-05,0.0003075458516832441,4.479785842380746e-05,6.947789123062635e-05,65536,44962,NUTS_NL_01m_2024.shp,NL133,2021,August,8
2022-01-01,2022-02-01,-6.587299867533147e-05,0.00011222769535379484,1.4195721028066048e-05,8.253489398169776e-05,65536,61393,NUTS_NL_01m_2024.shp,NL133,2022,January,1
2022-02-01,2022-03-01,-0.00037813506787642837,0.00039028667379170656,3.3920719367742804e-05,0.0001565664684154271,65536,27350,NUTS_NL_01m_2024.shp,NL133,2022,February,2
2022-06-01,2022-07-01,-0.0001441224303562194,0.00045768613927066326,0.00015832536344654642,0.00014774259865408152,65536,27350,NUTS_NL_01m_2024.shp,NL133,2022,June,6
2022-08-01,2022-09-01,-0.0001388931123074144,0.0003291534667368978,7.250796605547454e-05,0.00010420874603028948,65536,27350,NUTS_NL_01m_2024.shp,NL133,2022,August,8
2022-09-01,2022-10-01,-0.00017794010636862367,0.00032691442174836993,5.050563105385658e-05,0.00012346515026881964,65536,27350,NUTS_NL_01m_2024.shp,NL133,2022,September,9
2022-10-01,2022-11-01,-0.00045348977437242866,0.00023783973301760852,-9.519765055388632e-05,0.00022132831779388958,65536,53968,NUTS_NL_01m_2024.shp,NL133,2022,October,10
2023-02-01,2023-03-01,-0.00011543459550011903,0.00018757244106382132,2.6425491184744528e-05,7.538556588819489e-05,65536,27350,NUTS_NL_01m_2024.shp,NL133,2023,February,2
